City,State,lat,lon
Mansfield,Ohio,40.7656,-82.5275
Woodbury,Minnesota,44.9057,-92.923
Lauderhill,Florida,26.1605,-80.2241
Lehi,Utah,40.4136,-111.8725
Bolingbrook,Illinois,41.6901,-88.1021
Dale City,Virginia,38.6473,-77.3459
Missouri City,Texas,29.563,-95.5365
Lake Jackson,Texas,29.0516,-95.4521
Altoona,Pennsylvania,40.5082,-78.4007
Doral,Florida,25.8152,-80.3565
Owensboro,Kentucky,37.7575,-87.1172
Centreville,Virginia,38.839,-77.4389
Mount Vernon,New York,40.9136,-73.8291
Baldwin Park,California,34.0829,-117.9722
Broomfield,Colorado,39.9542,-105.0526
Redlands,California,34.0512,-117.1712
Cleveland,Tennessee,35.1817,-84.8707
Dothan,Alabama,31.2336,-85.407
Camden,New Jersey,39.9361,-75.1073
Redmond,Washington,47.6763,-122.1169
Framingham,Massachusetts,42.3085,-71.4368
Jackson,Tennessee,35.6538,-88.8354
Janesville,Wisconsin,42.6854,-89.0135
Juana Díaz,Puerto Rico,18.0532,-66.5044
Mansfield,Texas,32.569,-97.1213
Waukesha,Wisconsin,43.0087,-88.2464
Tamarac,Florida,26.2056,-80.2539
Wenatchee,Washington,47.436,-120.3295
Daytona Beach,Florida,29.1995,-81.0982
Castle Rock,Colorado,39.3763,-104.8535
Redondo Beach,California,33.8577,-118.3765
Wilmington,Delaware,39.7415,-75.5416
San Marcos,Texas,29.8734,-97.9356
Union City,California,37.6032,-122.0181
Eldersburg,Maryland,39.4041,-76.9528
Conway,Arkansas,35.0753,-92.4692
Bayonne,New Jersey,40.6668,-74.1158
Guaynabo,Puerto Rico,18.3832,-66.1134
Rocklin,California,38.8075,-121.2489
Passaic,New Jersey,40.8574,-74.1282
Sheboygan,Wisconsin,43.7403,-87.7316
Casas Adobes,Arizona,32.3423,-111.0113
St. Charles,Missouri,38.7954,-90.5157
Maple Grove,Minnesota,45.1089,-93.4626
Walnut Creek,California,37.9024,-122.0399
Dublin,California,37.7161,-121.8963
North Richland Hills,Texas,32.8604,-97.218
Gary,Indiana,41.5905,-87.3473
Glen Burnie,Maryland,39.156,-76.6071
Bristol,Tennessee,36.5572,-82.2154
Decatur,Alabama,34.5731,-86.9905
West Bend,Wisconsin,43.4173,-88.1818
Lodi,California,38.1218,-121.2932
Lima,Ohio,40.741,-84.112
Florida,Puerto Rico,18.3643,-66.5611
Lakeville,Minnesota,44.6774,-93.252
Blaine,Minnesota,45.1696,-93.2077
Poinciana,Florida,28.1217,-81.4821
East Orange,New Jersey,40.7651,-74.2117
Noblesville,Indiana,40.0355,-86.0042
Gaithersburg,Maryland,39.1346,-77.2131
Lake Elsinore,California,33.6847,-117.3344
Palo Alto,California,37.3905,-122.1468
Eastvale,California,33.9617,-117.5803
Tulare,California,36.1995,-119.34
Rogers,Arkansas,36.317,-94.1531
Yorba Linda,California,33.889,-117.7714
Parkersburg,West Virginia,39.2623,-81.542
Eagan,Minnesota,44.817,-93.1638
Weston,Florida,26.1006,-80.4054
Longview,Washington,46.1461,-122.963
Bay City,Michigan,43.5902,-83.8887
Dubuque,Iowa,42.5002,-90.707
Union City,New Jersey,40.7675,-74.0323
Porterville,California,36.0643,-119.0338
Mount Vernon,Washington,48.4203,-122.3115
Palatine,Illinois,42.118,-88.043
El Paso de Robles,California,35.6394,-120.656
West Des Moines,Iowa,41.5521,-93.7806
Lynwood,California,33.924,-118.2016
Skokie,Illinois,42.036,-87.74
Sherman,Texas,33.6273,-96.6221
Rockville,Maryland,39.0834,-77.1553
Haverhill,Massachusetts,42.7838,-71.0871
Hanover,Pennsylvania,39.8118,-76.9836
Shawnee,Kansas,39.0158,-94.8076
Rome,Georgia,34.2662,-85.1863
Schenectady,New York,42.8025,-73.9275
South Hill,Washington,47.1198,-122.2853
DeKalb,Illinois,41.9314,-88.7481
Petaluma,California,38.2423,-122.6266
Sammamish,Washington,47.6017,-122.0416
Georgetown,Texas,30.666,-97.6966
Carbondale,Illinois,37.7221,-89.2237
Delray Beach,Florida,26.455,-80.0905
Dundalk,Maryland,39.2704,-76.4942
Kenner,Louisiana,30.0109,-90.2549
Albany,Oregon,44.6272,-123.0965
Ankeny,Iowa,41.7288,-93.6031
South San Francisco,California,37.6538,-122.4196
Castro Valley,California,37.7088,-122.0626
Bethesda,Maryland,38.9866,-77.1188
Saratoga Springs,New York,43.0674,-73.7775
Corvallis,Oregon,44.5698,-123.2779
Brentwood,New York,40.7839,-73.2522
Ames,Iowa,42.0256,-93.6217
Glens Falls,New York,43.3109,-73.6458
Michigan City,Indiana,41.7092,-86.869
Victoria,Texas,28.8287,-96.9849
Malden,Massachusetts,42.4305,-71.0576
Weirton,West Virginia,40.406,-80.5671
Novi,Michigan,42.4786,-83.4893
Guayama,Puerto Rico,17.9743,-66.1104
Alpharetta,Georgia,34.0704,-84.2738
Wesley Chapel,Florida,28.2106,-82.3238
Waltham,Massachusetts,42.3889,-71.2423
Laguna Niguel,California,33.5275,-117.705
San Clemente,California,33.4499,-117.6102
North Little Rock,Arkansas,34.7807,-92.2371
Fairbanks,Alaska,64.8353,-147.6533
Florence-Graham,California,33.9682,-118.2447
Eden Prairie,Minnesota,44.8488,-93.4595
Twin Rivers,New Jersey,40.2631,-74.4917
Pflugerville,Texas,30.4515,-97.6018
Casper,Wyoming,42.842,-106.3208
Burnsville,Minnesota,44.7648,-93.2793
Grand Forks,North Dakota,47.9214,-97.0884
Brentwood,California,37.9356,-121.719
Millcreek,Utah,40.6892,-111.8292
Elmira,New York,42.0938,-76.8097
Sebring,Florida,27.477,-81.453
La Habra,California,33.9282,-117.9515
Coon Rapids,Minnesota,45.1755,-93.3094
Bossier City,Louisiana,32.5224,-93.6668
Hamilton,Ohio,39.3939,-84.5653
Taylor,Michigan,42.226,-83.2688
Lakewood,Washington,47.1628,-122.5299
Greenwood,Indiana,39.6019,-86.1073
Bellevue,Nebraska,41.1485,-95.939
Montebello,California,34.0155,-118.1108
Moore,Oklahoma,35.3293,-97.4757
Council Bluffs,Iowa,41.2369,-95.8516
Rowlett,Texas,32.9155,-96.5489
Spring,Texas,30.0613,-95.383
Port Charlotte,Florida,26.9918,-82.114
Reston,Virginia,38.9497,-77.3461
Pico Rivera,California,33.9901,-118.0888
Dearborn Heights,Michigan,42.3164,-83.2769
Port Orange,Florida,29.1085,-81.0137
Encinitas,California,33.0492,-117.261
Springfield,Oregon,44.0538,-122.9811
Great Falls,Montana,47.5022,-111.2996
Rocky Mount,North Carolina,35.9685,-77.804
Commerce City,Colorado,39.8641,-104.843
Pontiac,Michigan,42.6493,-83.2878
The Hammocks,Florida,25.67,-80.4482
Wellington,Florida,26.6461,-80.2699
San Rafael,California,37.9905,-122.5221
Monterey Park,California,34.0497,-118.1326
La Mesa,California,32.7703,-117.0204
Woodland,California,38.6712,-121.75
Marietta,Georgia,33.9533,-84.5422
Chapel Hill,North Carolina,35.9271,-79.0391
Gardena,California,33.8943,-118.3072
Meriden,Connecticut,41.5369,-72.7946
Bristol,Connecticut,41.6812,-72.9407
Revere,Massachusetts,42.4189,-71.004
Medford,Massachusetts,42.4234,-71.1087
Palm Harbor,Florida,28.0847,-82.7481
Cupertino,California,37.3168,-122.0466
Jupiter,Florida,26.92,-80.1128
Hendersonville,Tennessee,36.3063,-86.5997
North Miami,Florida,25.9008,-80.1686
Des Plaines,Illinois,42.0345,-87.9008
Taylorsville,Utah,40.6569,-111.9493
West Allis,Wisconsin,43.0068,-88.0296
Sanford,Florida,28.7891,-81.2757
Huntersville,North Carolina,35.406,-80.8716
Euless,Texas,32.8508,-97.08
Richland,Washington,46.2824,-119.2939
Santee,California,32.8554,-116.9851
White Plains,New York,41.022,-73.7547
Hoboken,New Jersey,40.7452,-74.0281
Kokomo,Indiana,40.464,-86.1277
Taunton,Massachusetts,41.9036,-71.0943
St. Clair Shores,Michigan,42.4925,-82.8961
Towson,Maryland,39.3944,-76.619
Caldwell,Idaho,43.6453,-116.6594
South Whittier,California,33.9336,-118.0312
Orland Park,Illinois,41.6075,-87.8619
Stonecrest,Georgia,33.6842,-84.1372
Palm Beach Gardens,Florida,26.8466,-80.1679
Royal Oak,Michigan,42.5084,-83.1539
Margate,Florida,26.2466,-80.2119
Blue Springs,Missouri,39.0124,-94.2721
Shoreline,Washington,47.7564,-122.3426
Midwest City,Oklahoma,35.463,-97.371
Bowie,Maryland,38.9549,-76.7406
Apex,North Carolina,35.7237,-78.8743
Oak Lawn,Illinois,41.7139,-87.7528
Carson City,Nevada,39.1511,-119.7476
Fountainebleau,Florida,25.7723,-80.346
Queen Creek,Arizona,33.2454,-111.6173
Leander,Texas,30.5728,-97.8618
Bartlett,Tennessee,35.2337,-89.8195
St. Cloud,Florida,28.2363,-81.2779
Coconut Creek,Florida,26.2803,-80.1842
Kettering,Ohio,39.6956,-84.1494
Parker,Colorado,39.5084,-104.7753
St. Peters,Missouri,38.7825,-90.6061
Fountain Valley,California,33.7105,-117.9514
Maricopa,Arizona,33.0408,-112.0011
Berwyn,Illinois,41.8433,-87.7909
National City,California,32.6654,-117.0983
Lenexa,Kansas,38.9609,-94.8018
Highland,California,34.1113,-117.165
Arcadia,California,34.1342,-118.0373
Mount Prospect,Illinois,42.0641,-87.9375
Lake Havasu City,Arizona,34.5006,-114.3113
Tinley Park,Illinois,41.567,-87.8049
DeSoto,Texas,32.5992,-96.8633
New Brunswick,New Jersey,40.487,-74.445
Chicopee,Massachusetts,42.1764,-72.5719
Madison,Alabama,34.7114,-86.7626
West Haven,Connecticut,41.2739,-72.9672
Smyrna,Georgia,33.8633,-84.5168
Huntington Park,California,33.98,-118.2167
Wylie,Texas,33.0362,-96.5161
Diamond Bar,California,33.9992,-117.8161
Apple Valley,Minnesota,44.7457,-93.2004
Perth Amboy,New Jersey,40.5202,-74.2724
Bradenton,Florida,27.4901,-82.5757
Brookhaven,Georgia,33.8743,-84.3314
Hacienda Heights,California,33.997,-117.9727
Manhattan,Kansas,39.1886,-96.6048
Tigard,Oregon,45.4237,-122.7845
Tamiami,Florida,25.7556,-80.4016
Yucaipa,California,34.0336,-117.0429
Westchester,Florida,25.7471,-80.3523
Peabody,Massachusetts,42.5335,-70.9725
Plainfield,New Jersey,40.6154,-74.4157
Southaven,Mississippi,34.9514,-89.9786
Apopka,Florida,28.7015,-81.5316
Oak Park,Illinois,41.8872,-87.7899
Horizon West,Florida,28.4417,-81.6146
Severn,Maryland,39.1355,-76.6956
Paramount,California,33.8977,-118.1651
Colton,California,34.0538,-117.3255
Kentwood,Michigan,42.8852,-85.5926
Aspen Hill,Maryland,39.0927,-77.0826
Minnetonka,Minnesota,44.9322,-93.4598
Wheaton,Illinois,41.8561,-88.1085
West Sacramento,California,38.5557,-121.5505
Casa Grande,Arizona,32.9069,-111.7624
Normal,Illinois,40.5217,-88.9884
Kendale Lakes,Florida,25.7081,-80.4078
San Jacinto,California,33.797,-116.9916
Novato,California,38.092,-122.5575
Pinellas Park,Florida,27.8589,-82.7078
Galveston,Texas,29.2484,-94.8913
Edina,Minnesota,44.8914,-93.3602
Herriman,Utah,40.4899,-112.017
Elyria,Ohio,41.376,-82.106
Grand Island,Nebraska,40.9218,-98.3586
Aloha,Oregon,45.492,-122.8725
Lacey,Washington,47.0462,-122.7933
Bentonville,Arkansas,36.3547,-94.2305
Levittown,New York,40.7241,-73.5125
Methuen Town,Massachusetts,42.734,-71.1889
West New York,New Jersey,40.7857,-74.0094
Glendora,California,34.1449,-117.8467
Smyrna,Tennessee,35.9687,-86.5264
Florissant,Missouri,38.7996,-90.3269
Delano,California,35.7662,-119.2635
Kannapolis,North Carolina,35.4764,-80.6408
Hoffman Estates,Illinois,42.064,-88.1468
Beaumont,California,33.9076,-116.9766
Placentia,California,33.8807,-117.8553
Aliso Viejo,California,33.5792,-117.7289
Wheaton,Maryland,39.0492,-77.0573
Cathedral City,California,33.8362,-116.4642
Rosemead,California,34.0689,-118.0823
Burien,Washington,47.4762,-122.3394
Bozeman,Montana,45.6833,-111.0558
Florin,California,38.4832,-121.4043
Twin Falls,Idaho,42.5645,-114.4613
Enid,Oklahoma,36.4063,-97.87
Country Club,Florida,25.9407,-80.3102
Dunwoody,Georgia,33.9418,-84.3122
Levittown,Pennsylvania,40.1533,-74.8531
Palm Desert,California,33.7378,-116.3695
Covina,California,34.0903,-117.8818
Cuyahoga Falls,Ohio,41.1641,-81.5207
Lakewood,Ohio,41.4822,-81.8008
Marana,Arizona,32.4355,-111.1558
Mishawaka,Indiana,41.6742,-86.1666
Columbus,Indiana,39.2093,-85.9183
Troy,New York,42.7354,-73.6751
North Bethesda,Maryland,39.0393,-77.1191
Milford city ,Connecticut,41.2255,-73.0625
Collierville,Tennessee,35.047,-89.6987
Grapevine,Texas,32.9343,-97.0742
Summerville,South Carolina,33.0016,-80.1799
Cypress,California,33.8171,-118.0386
Downers Grove,Illinois,41.7949,-88.0172
Murray,Utah,40.6498,-111.8874
Catalina Foothills,Arizona,32.3046,-110.8838
East Honolulu,Hawaii,21.2975,-157.7211
Draper,Utah,40.4957,-111.8605
Chesterfield,Missouri,38.6589,-90.5803
Cerritos,California,33.8678,-118.0686
Bedford,Texas,32.8464,-97.135
St. Louis Park,Minnesota,44.9488,-93.3649
Azusa,California,34.1386,-117.9124
Euclid,Ohio,41.5903,-81.5188
McLean,Virginia,38.9436,-77.1943
Coral Gables,Florida,25.7037,-80.2715
Lincoln,California,38.8774,-121.2937
Jeffersonville,Indiana,38.3376,-85.7026
Ceres,California,37.5952,-120.962
Biloxi,Mississippi,30.4426,-88.9514
Lawrence,Indiana,39.8674,-85.9904
Poway,California,32.9871,-117.0201
Cedar Hill,Texas,32.581,-96.9591
Portage,Michigan,42.2,-85.5906
Rowland Heights,California,33.9716,-117.8912
Niagara Falls,New York,43.0921,-79.0147
Dublin,Ohio,40.1112,-83.1454
El Dorado Hills,California,38.675,-121.049
Mooresville,North Carolina,35.5847,-80.8266
North Highlands,California,38.6713,-121.3721
Antelope,California,38.7153,-121.361
Spring Hill,Tennessee,35.7437,-86.9116
Everett,Massachusetts,42.4064,-71.0545
University,Florida,28.0771,-82.4335
Roswell,New Mexico,33.373,-104.5294
Leesburg,Virginia,39.1057,-77.5544
Rancho Santa Margarita,California,33.6318,-117.5988
Tuckahoe,Virginia,37.5878,-77.5858
Titusville,Florida,28.5727,-80.8193
Glenview,Illinois,42.0825,-87.8214
Wauwatosa,Wisconsin,43.0616,-88.0347
Stillwater,Oklahoma,36.1317,-97.0742
Minot,North Dakota,48.2375,-101.278
La Mirada,California,33.9025,-118.0093
Wilson,North Carolina,35.7311,-77.9284
Newark,California,37.5201,-122.0307
Roseville,Michigan,42.5074,-82.9369
East Lansing,Michigan,42.748,-84.4836
Mentor,Ohio,41.6893,-81.3362
Bothell,Washington,47.7735,-122.2044
San Luis Obispo,California,35.2669,-120.669
Burleson,Texas,32.517,-97.3344
East Providence,Rhode Island,41.8065,-71.3565
Middletown,Connecticut,41.5476,-72.6549
Brea,California,33.9254,-117.8655
Salina,Kansas,38.8136,-97.6143
Potomac,Maryland,39.0141,-77.1943
Farmington,New Mexico,36.7555,-108.1823
Sicklerville,New Jersey,39.7452,-74.9934
Ocoee,Florida,28.5796,-81.5332
Hilo,Hawaii,19.6883,-155.0863
Oro Valley,Arizona,32.4208,-110.9767
Fort Pierce,Florida,27.4255,-80.3431
Wake Forest,North Carolina,35.9632,-78.514
Beavercreek,Ohio,39.731,-84.0624
Strongsville,Ohio,41.3128,-81.8313
Rockwall,Texas,32.9169,-96.4374
Attleboro,Massachusetts,41.9311,-71.295
Winter Garden,Florida,28.5421,-81.5967
Pearl City,Hawaii,21.4031,-157.9566
Haltom City,Texas,32.8176,-97.2707
Altamonte Springs,Florida,28.6615,-81.3953
Hackensack,New Jersey,40.8891,-74.0462
Westfield,Indiana,40.0341,-86.1529
Elmhurst,Illinois,41.8973,-87.9432
Bountiful,Utah,40.8721,-111.8647
Littleton,Colorado,39.5915,-105.0188
Huntsville,Texas,30.7009,-95.5567
Cleveland Heights,Ohio,41.5113,-81.5636
Morgan Hill,California,37.1325,-121.6419
Keller,Texas,32.9335,-97.2256
Kyle,Texas,29.9932,-97.8852
Little Elm,Texas,33.1858,-96.9295
Whitney,Nevada,36.1008,-115.0379
Prescott,Arizona,34.5849,-112.4473
Sayreville,New Jersey,40.4656,-74.3237
Urbandale,Iowa,41.639,-93.7812
Ashburn,Virginia,39.0277,-77.4714
Sierra Vista,Arizona,31.563,-110.3153
Cutler Bay,Florida,25.5765,-80.3356
Palm Springs,California,33.8017,-116.5382
Riverton,Utah,40.5176,-111.9636
Lake Ridge,Virginia,38.6847,-77.3066
North Lauderdale,Florida,26.2113,-80.2209
Fairfield,Ohio,39.3301,-84.5409
West Lafayette,Indiana,40.4432,-86.9238
Goose Creek,South Carolina,32.9927,-80.0055
Salem,Massachusetts,42.5129,-70.9021
Los Banos,California,37.063,-120.8406
Rohnert Park,California,38.3479,-122.6965
Fond du Lac,Wisconsin,43.7718,-88.4397
Brentwood,Tennessee,35.9918,-86.7758
Freeport,New York,40.6515,-73.585
Lombard,Illinois,41.8741,-88.0157
Plainfield,Illinois,41.6207,-88.2253
Lompoc,California,34.6618,-120.4714
Trujillo Alto,Puerto Rico,18.3599,-66.0096
Burke,Virginia,38.7773,-77.2633
Moorhead,Minnesota,46.8673,-96.7461
Oakland Park,Florida,26.178,-80.1528
Wilkes-Barre,Pennsylvania,41.2469,-75.876
Campbell,California,37.2802,-121.9539
Mankato,Minnesota,44.1715,-93.9772
Pittsfield,Massachusetts,42.4517,-73.2605
San Bruno,California,37.6256,-122.4313
Danville,California,37.8121,-121.9698
Concord,New Hampshire,43.2305,-71.5595
The Colony,Texas,33.0925,-96.8976
Odenton,Maryland,39.0661,-76.6938
Greenacres,Florida,26.627,-80.1371
West Babylon,New York,40.7129,-73.3585
Shakopee,Minnesota,44.7745,-93.4772
Linden,New Jersey,40.6251,-74.2383
Altadena,California,34.1927,-118.1346
North Miami Beach,Florida,25.9302,-80.1659
Gallatin,Tennessee,36.3782,-86.4698
Wentzville,Missouri,38.8153,-90.8669
Hicksville,New York,40.7637,-73.5245
Jefferson City,Missouri,38.5676,-92.1759
Buffalo Grove,Illinois,42.1675,-87.9615
Woonsocket,Rhode Island,42.001,-71.4993
Oakley,California,37.9929,-121.6952
Eagle Mountain,Utah,40.3137,-112.0114
Catonsville,Maryland,39.2646,-76.7424
Woodbridge,Virginia,38.6409,-77.258
Ormond Beach,Florida,29.2985,-81.1014
Moline,Illinois,41.4821,-90.492
Huber Heights,Ohio,39.8595,-84.113
Edmonds,Washington,47.8115,-122.3533
Manassas,Virginia,38.7479,-77.4838
Danville,Virginia,36.5831,-79.4088
Pahrump,Nevada,36.2235,-115.9974
Belleville,Illinois,38.5164,-89.99
Beverly,Massachusetts,42.5681,-70.8627
Midland,Michigan,43.6241,-84.2319
Coppell,Texas,32.9639,-96.9903
Channelview,Texas,29.7914,-95.1144
Puyallup,Washington,47.1793,-122.2902
Rancho Palos Verdes,California,33.7554,-118.3634
Coachella,California,33.6905,-116.143
Linton Hall,Virginia,38.7551,-77.575
Peachtree Corners,Georgia,33.967,-84.232
Woodlawn,Maryland,39.3054,-76.7489
Pine Bluff,Arkansas,34.2116,-92.0173
Spanish Fork,Utah,40.1101,-111.6405
Annandale,Virginia,38.8324,-77.196
Fitchburg,Massachusetts,42.5912,-71.8156
Kearny,New Jersey,40.7528,-74.1202
Maplewood,Minnesota,44.9842,-93.0247
Mableton,Georgia,33.8133,-84.5655
Schertz,Texas,29.565,-98.2535
Newnan,Georgia,33.3767,-84.7761
Clermont,Florida,28.5325,-81.7208
North Fort Myers,Florida,26.7244,-81.8485
Marlborough,Massachusetts,42.3494,-71.5468
Vineyard,California,38.474,-121.324
Coram,New York,40.8812,-73.0059
Bartlett,Illinois,41.9804,-88.2071
Hollister,California,36.8555,-121.3986
Bullhead City,Arizona,35.1205,-114.5461
Lancaster,Texas,32.5922,-96.7739
Grove City,Ohio,39.8654,-83.069
Marion,Iowa,42.0451,-91.585
Brookfield,Wisconsin,43.064,-88.1231
Delaware,Ohio,40.2851,-83.0741
Hallandale Beach,Florida,25.9854,-80.1423
Woburn,Massachusetts,42.4869,-71.1543
Columbia,Tennessee,35.6238,-87.0484
Germantown,Tennessee,35.0829,-89.7824
Shelton,Connecticut,41.306,-73.1383
Covington,Kentucky,39.0334,-84.5166
Westfield,Massachusetts,42.1382,-72.7561
Friendswood,Texas,29.511,-95.1981
The Acreage,Florida,26.774,-80.2779
Essex,Maryland,39.3021,-76.4449
Culver City,California,34.0058,-118.3968
Annapolis,Maryland,38.9706,-76.5047
Duncanville,Texas,32.646,-96.9127
Cedar Falls,Iowa,42.5195,-92.4536
Milton,Georgia,34.1353,-84.3139
Weslaco,Texas,26.1599,-97.9877
Lake Oswego,Oregon,45.4129,-122.7004
Lancaster,Ohio,39.7248,-82.6049
Findlay,Ohio,41.0469,-83.6379
Valley Stream,New York,40.6647,-73.7043
New Berlin,Wisconsin,42.9726,-88.1291
Hutchinson,Kansas,38.0671,-97.9081
Holly Springs,North Carolina,35.6526,-78.8399
French Valley,California,33.5999,-117.1069
Security-Widefield,Colorado,38.7489,-104.7142
Hurst,Texas,32.8353,-97.1809
Romeoville,Illinois,41.6318,-88.0997
Crystal Lake,Illinois,42.2333,-88.3351
Chelsea,Massachusetts,42.3959,-71.0325
Waipahu,Hawaii,21.3859,-158.0101
Clinton,Maryland,38.7499,-76.9063
Meadow Woods,Florida,28.3698,-81.3467
Carol Stream,Illinois,41.9181,-88.1307
Brighton,Colorado,39.9716,-104.7963
Bell Gardens,California,33.9663,-118.155
Waxahachie,Texas,32.4035,-96.8446
Reynoldsburg,Ohio,39.9588,-82.7943
Lincoln Park,Michigan,42.2432,-83.1811
Streamwood,Illinois,42.0209,-88.1779
Aventura,Florida,25.9566,-80.1371
Fort Lee,New Jersey,40.8509,-73.9713
Quincy,Illinois,39.9336,-91.3799
San Gabriel,California,34.0949,-118.099
Valrico,Florida,27.9193,-82.2293
Indian Trail,North Carolina,35.0699,-80.6452
Park Ridge,Illinois,42.0125,-87.8436
Hobbs,New Mexico,32.7281,-103.16
Cape Girardeau,Missouri,37.3109,-89.5597
Oviedo,Florida,28.658,-81.1872
Warren,Ohio,41.239,-80.8174
Plant City,Florida,28.014,-82.1201
Urbana,Illinois,40.1107,-88.1973
Olive Branch,Mississippi,34.961,-89.8469
Keizer,Oregon,45.0028,-123.0243
Severna Park,Maryland,39.087,-76.5687
Wheeling,Illinois,42.1308,-87.924
Roy,Utah,41.1714,-112.0485
Issaquah,Washington,47.5439,-122.0471
Westerville,Ohio,40.1241,-82.921
Grants Pass,Oregon,42.4333,-123.3317
Lynnwood,Washington,47.8284,-122.3033
Calexico,California,32.6849,-115.4944
Mission Bend,Texas,29.6948,-95.6658
Royal Palm Beach,Florida,26.7038,-80.2241
Land O' Lakes,Florida,28.2075,-82.4476
Bettendorf,Iowa,41.5657,-90.4765
Pacifica,California,37.6113,-122.4782
Cottage Grove,Minnesota,44.8161,-92.9274
Clovis,New Mexico,34.4376,-103.1923
Vestavia Hills,Alabama,33.4518,-86.7437
La Presa,California,32.711,-117.0027
Holyoke,Massachusetts,42.2125,-72.6411
Evans,Georgia,33.5619,-82.1351
La Puente,California,34.0323,-117.9533
Apache Junction,Arizona,33.3985,-111.535
Menomonee Falls,Wisconsin,43.1487,-88.1227
Phenix City,Alabama,32.4585,-85.0253
Stanton,California,33.8003,-117.9935
Post Falls,Idaho,47.7213,-116.9384
La Vergne,Tennessee,36.02,-86.5586
Parkland,Washington,47.1417,-122.4376
East Meadow,New York,40.7197,-73.5604
Mount Juliet,Tennessee,36.199,-86.5115
Hot Springs,Arkansas,34.4892,-93.0501
Winter Springs,Florida,28.6889,-81.2703
Monrovia,California,34.165,-117.9921
Prattville,Alabama,32.4597,-86.4573
Carpentersville,Illinois,42.1227,-88.2896
West Fargo,North Dakota,46.8573,-96.9057
Northglenn,Colorado,39.9108,-104.9783
East Point,Georgia,33.6696,-84.4701
